Reaction ID,Reaction (Long),Reaction (Short),Reversible,Enzyme,Genes,PATHWAY
R01708,Pyridoxine + NADP+ <=> Pyridoxal + NADPH + H+,C00314 + C00006 <=> C00250 + C00005 + C00080,TRUE,1.1.1.65,chr_6507,rn00750
R05775,UDP-glucose + Sulfite <=> UDP-6-sulfoquinovose + H2O,C00029 + C00094 <=> C11521 + C00001,FALSE,3.13.1.1,chr_6527,rn00520;rn00561
R02300,"Folinic acid <=> 5,10-Methenyltetrahydrofolate + H2O",C03479 <=> C00445 + C00001,FALSE,2.1.2.10,chr_6538,rn00670
R04125,"[Protein]-S8-aminomethyldihydrolipoyllysine + Tetrahydrofolate <=> Dihydrolipoylprotein + 5,10-Methylenetetrahydrofolate + Ammonia",C01242 + C00101 <=> C02972 + C00143 + C00014,FALSE,2.1.2.10,chr_6538,rn00260;rn00670;rn00785
R06782,"Phenylpropanoate + Oxygen + NADH + H+ <=> cis-3-(Carboxy-ethyl)-3,5-cyclo-hexadiene-1,2-diol + NAD+",C05629 + C00007 + C00004 + C00080 <=> C11588 + C00003,FALSE,1.14.12.19,( chr_6545 and chr_7409 ),rn00360
R06783,"trans-Cinnamate + Oxygen + NADH + H+ <=> cis-3-(3-Carboxyethenyl)-3,5-cyclohexadiene-1,2-diol + NAD+",C00423 + C00007 + C00004 + C00080 <=> C12622 + C00003,FALSE,1.14.12.19,( chr_6545 and chr_7409 ),rn00360
R01274,Palmitoyl-CoA + H2O <=> CoA + Hexadecanoic acid,C00154 + C00001 <=> C00010 + C00249,FALSE,3.1.2.2;3.1.2.22;3.1.2.-,chr_6552,rn00062;rn01040
R00200,ATP + Pyruvate <=> ADP + Phosphoenolpyruvate,C00002 + C00022 <=> C00008 + C00074,FALSE,2.7.1.40,chr_6553,rn00010;rn00620
R00430,GTP + Pyruvate <=> GDP + Phosphoenolpyruvate,C00044 + C00022 <=> C00035 + C00074,TRUE,2.7.1.40,chr_6553,
R01138,dATP + Pyruvate <=> dADP + Phosphoenolpyruvate,C00131 + C00022 <=> C00206 + C00074,TRUE,2.7.1.40,chr_6553,
R01858,dGTP + Pyruvate <=> dGDP + Phosphoenolpyruvate,C00286 + C00022 <=> C00361 + C00074,TRUE,2.7.1.40,chr_6553,
R02320,Nucleoside triphosphate + Pyruvate <=> NDP + Phosphoenolpyruvate,C00201 + C00022 <=> C00454 + C00074,FALSE,2.7.1.40,chr_6553,rn00620
R00021,2 L-Glutamate + 2 Oxidized ferredoxin <=> L-Glutamine + 2-Oxoglutarate + 2 Reduced ferredoxin + 2 H+,2 C00025 + 2 C00139 <=> C00064 + C00026 + 2 C00138 + 2 C00080,FALSE,1.4.7.1,chr_6564,rn00630;rn00910
R10086,L-Glutamate + 2 Oxidized ferredoxin + H2O <=> Ammonia + 2-Oxoglutarate + 2 Reduced ferredoxin + 2 H+,C00025 + 2 C00139 + C00001 <=> C00014 + C00026 + 2 C00138 + 2 C00080,TRUE,1.4.7.1,chr_6564,
R03508,1-(2-Carboxyphenylamino)-1-deoxy-D-ribulose 5-phosphate <=> Indoleglycerol phosphate + CO2 + H2O,C01302 <=> C03506 + C00011 + C00001,TRUE,4.1.1.48,chr_6573,rn00400
R04037,Phosphoribosyl-AMP + H2O <=> 5-(5-Phospho-D-ribosylaminoformimino)-1-(5-phosphoribosyl)-imidazole-4-carboxamide,C02741 + C00001 <=> C04896,FALSE,3.5.4.19,chr_6578,rn00340
R04558,N-(5'-Phospho-D-1'-ribulosylformimino)-5-amino-1-(5''-phospho-D-ribosyl)-4-imidazolecarboxamide + L-Glutamine <=> D-erythro-1-(Imidazol-4-yl)glycerol 3-phosphate + 1-(5'-Phosphoribosyl)-5-amino-4-imidazolecarboxamide + L-Glutamate,C04916 + C00064 <=> C04666 + C04677 + C00025,FALSE,4.3.2.10,( chr_6579 and chr_6582 ),rn00340
R04640,5-(5-Phospho-D-ribosylaminoformimino)-1-(5-phosphoribosyl)-imidazole-4-carboxamide <=> N-(5'-Phospho-D-1'-ribulosylformimino)-5-amino-1-(5''-phospho-D-ribosyl)-4-imidazolecarboxamide,C04896 <=> C04916,FALSE,5.3.1.16,chr_6580,rn00340
R03457,D-erythro-1-(Imidazol-4-yl)glycerol 3-phosphate <=> 3-(Imidazol-4-yl)-2-oxopropyl phosphate + H2O,C04666 <=> C01267 + C00001,FALSE,4.2.1.19,chr_6593,rn00340
R01158,L-Histidinol + 2 NAD+ + H2O <=> L-Histidine + 2 NADH + 2 H+,C00860 + 2 C00003 + C00001 <=> C00135 + 2 C00004 + 2 C00080,TRUE,1.1.1.23,chr_6595,
R01163,L-Histidinal + H2O + NAD+ <=> L-Histidine + NADH + H+,C01929 + C00001 + C00003 <=> C00135 + C00004 + C00080,FALSE,1.1.1.23,chr_6595,rn00340
R03012,L-Histidinol + NAD+ <=> L-Histidinal + NADH + H+,C00860 + C00003 <=> C01929 + C00004 + C00080,FALSE,1.1.1.23,chr_6595,rn00340
R03348,Nicotinate D-ribonucleotide + Diphosphate + CO2 <=> Quinolinate + 5-Phospho-alpha-D-ribose 1-diphosphate,C01185 + C00013 + C00011 <=> C03722 + C00119,FALSE,2.4.2.19,chr_6614,rn00760
R00357,L-Aspartate + H2O + Oxygen <=> Oxaloacetate + Ammonia + Hydrogen peroxide,C00049 + C00001 + C00007 <=> C00036 + C00014 + C00027,FALSE,1.4.3.2;1.4.3.16,chr_6615,rn00250
R00481,L-Aspartate + Oxygen <=> Iminoaspartate + Hydrogen peroxide,C00049 + C00007 <=> C05840 + C00027,FALSE,1.4.3.16,chr_6615,rn00760
R04292,Quinolinate + 2 H2O + Orthophosphate <=> Iminoaspartate + Glycerone phosphate,C03722 + 2 C00001 + C00009 <=> C05840 + C00111,FALSE,2.5.1.72,chr_6616,rn00760
R13176,NADPH + NAD+ + H+ <=> NADP+ + NADH + H+,C00005 + C00003 + C00080 <=> C00006 + C00004 + C00080,TRUE,7.1.1.1,( chr_6626 and chr_6628 ),rn00760
R00111,NADPH + 2 N(omega)-Hydroxyarginine + 2 Oxygen + H+ <=> NADP+ + 2 Nitric oxide + 2 L-Citrulline + 2 H2O,C00005 + 2 C05933 + 2 C00007 + C00080 <=> C00006 + 2 C00533 + 2 C00327 + 2 C00001,FALSE,1.14.13.39,chr_6646,rn00330
R00557,2 L-Arginine + 4 Oxygen + 3 NADPH + 3 H+ <=> 2 Nitric oxide + 2 L-Citrulline + 3 NADP+ + 4 H2O,2 C00062 + 4 C00007 + 3 C00005 + 3 C00080 <=> 2 C00533 + 2 C00327 + 3 C00006 + 4 C00001,TRUE,1.14.13.39,chr_6646,rn00220
R00558,L-Arginine + Oxygen + NADPH + H+ <=> N(omega)-Hydroxyarginine + NADP+ + H2O,C00062 + C00007 + C00005 + C00080 <=> C05933 + C00006 + C00001,FALSE,1.14.13.39,chr_6646,rn00330
R03193,ATP + UDP-N-acetylmuramate + L-Alanine <=> ADP + Orthophosphate + UDP-N-acetylmuramoyl-L-alanine,C00002 + C01050 + C00041 <=> C00008 + C00009 + C01212,FALSE,6.3.2.8,chr_6649,rn00550
R05032,"Undecaprenyl-diphospho-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimeloyl-D-alanyl-D-alanine + UDP-N-acetyl-alpha-D-glucosamine <=> Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-alanyl-D-glutamyl-meso-2,6-diaminopimeloyl-D-alanyl-D-alanine + UDP",C05897 + C00043 <=> C05898 + C00015,FALSE,2.4.1.227,chr_6650,rn00550
R05662,MurAc(oyl-L-Ala-D-gamma-Glu-L-Lys-D-Ala-D-Ala)-diphospho-undecaprenol + UDP-N-acetyl-alpha-D-glucosamine <=> Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-alanyl-gamma-D-glutamyl-L-lysyl-D-alanyl-D-alanine + UDP,C04851 + C00043 <=> C05893 + C00015,FALSE,2.4.1.227,chr_6650,rn00550
R06173,G10552 + UDP-N-acetyl-D-glucosamine <=> G10553 + UDP,G10552 + G10610 <=> G10553 + G10619,TRUE,2.4.1.227,chr_6650,
R06174,G10556 + UDP-N-acetyl-D-glucosamine <=> G10555 + UDP,G10556 + G10610 <=> G10555 + G10619,TRUE,2.4.1.227,chr_6650,
R02783,ATP + UDP-N-acetylmuramoyl-L-alanine + D-Glutamate <=> ADP + Orthophosphate + UDP-N-acetylmuramoyl-L-alanyl-D-glutamate,C00002 + C01212 + C00217 <=> C00008 + C00009 + C00692,FALSE,6.3.2.9,chr_6652,rn00470;rn00550
R05629,"UDPMurNAc(oyl-L-Ala-D-gamma-Glu-L-Lys-D-Ala-D-Ala) + di-trans,poly-cis-Undecaprenyl phosphate <=> UMP + MurAc(oyl-L-Ala-D-gamma-Glu-L-Lys-D-Ala-D-Ala)-diphospho-undecaprenol",C04702 + C17556 <=> C00105 + C04851,FALSE,2.7.8.13,chr_6653,rn00550
R05630,"UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-6-carboxy-L-lysyl-D-alanyl-D-alanine + di-trans,poly-cis-Undecaprenyl phosphate <=> UMP + Undecaprenyl-diphospho-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimeloyl-D-alanyl-D-alanine",C04882 + C17556 <=> C00105 + C05897,FALSE,2.7.8.13,chr_6653,rn00550
R04573,ATP + UDP-N-acetylmuramoyl-L-alanyl-gamma-D-glutamyl-L-lysine + D-Alanyl-D-alanine <=> ADP + Orthophosphate + UDPMurNAc(oyl-L-Ala-D-gamma-Glu-L-Lys-D-Ala-D-Ala),C00002 + C05892 + C00993 <=> C00008 + C00009 + C04702,FALSE,6.3.2.10,chr_6654,rn00550
R04617,"ATP + UDP-N-acetylmuramoyl-L-alanyl-gamma-D-glutamyl-meso-2,6-diaminopimelate + D-Alanyl-D-alanine <=> ADP + Orthophosphate + UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-6-carboxy-L-lysyl-D-alanyl-D-alanine",C00002 + C04877 + C00993 <=> C00008 + C00009 + C04882,FALSE,6.3.2.10,chr_6654,rn00300;rn00550
R02788,"ATP + UDP-N-acetylmuramoyl-L-alanyl-D-glutamate + meso-2,6-Diaminoheptanedioate <=> ADP + Orthophosphate + UDP-N-acetylmuramoyl-L-alanyl-gamma-D-glutamyl-meso-2,6-diaminopimelate",C00002 + C00692 + C00680 <=> C00008 + C00009 + C04877,FALSE,6.3.2.13,chr_6655,rn00300;rn00550
R02322,Nicotinamide D-ribonucleotide + H2O <=> Nicotinate D-ribonucleotide + Ammonia,C00455 + C00001 <=> C01185 + C00014,FALSE,3.5.1.42,chr_6677,rn00760
R00196,(S)-Lactate + 2 Ferricytochrome c <=> Pyruvate + 2 Ferrocytochrome c + 2 H+,C00186 + 2 C00125 <=> C00022 + 2 C00126 + 2 C00080,FALSE,1.1.2.3,chr_6683,rn00620
R06613,"5,10-Methylenetetrahydrofolate + dUMP + NADPH + H+ <=> Tetrahydrofolate + dTMP + NADP+",C00143 + C00365 + C00005 + C00080 <=> C00101 + C00364 + C00006,FALSE,2.1.1.148,chr_6695,rn00240;rn00670
R04198,"2,3,4,5-Tetrahydrodipicolinate + NAD+ + H2O <=> (2S,4S)-4-Hydroxy-2,3,4,5-tetrahydrodipicolinate + NADH + H+",C03972 + C00003 + C00001 <=> C20258 + C00004 + C00080,FALSE,1.17.1.8,chr_6704,rn00261;rn00300
R04199,"2,3,4,5-Tetrahydrodipicolinate + NADP+ + H2O <=> (2S,4S)-4-Hydroxy-2,3,4,5-tetrahydrodipicolinate + NADPH + H+",C03972 + C00006 + C00001 <=> C20258 + C00005 + C00080,FALSE,1.17.1.8,chr_6704,rn00261;rn00300
R00161,ATP + FMN <=> Diphosphate + FAD,C00002 + C00061 <=> C00013 + C00016,FALSE,2.7.7.2,chr_6710,rn00740
R00549,ATP + Riboflavin <=> ADP + FMN,C00002 + C00255 <=> C00008 + C00061,FALSE,2.7.1.26,chr_6710,rn00740
R00188,"Adenosine 3',5'-bisphosphate + H2O <=> AMP + Orthophosphate",C00054 + C00001 <=> C00020 + C00009,TRUE,3.1.3.7;3.1.3.97,chr_6715,
R00508,3'-Phosphoadenylyl sulfate + H2O <=> Adenylyl sulfate + Orthophosphate,C00053 + C00001 <=> C00224 + C00009,FALSE,3.1.3.7,chr_6715,rn00920
R02864,Siroheme + 2 H+ <=> Fe2+ + Sirohydrochlorin,C00748 + 2 C00080 <=> C14818 + C05778,FALSE,4.99.1.4,chr_6738,rn00860
R03194,2 S-Adenosyl-L-methionine + Uroporphyrinogen III <=> 2 S-Adenosyl-L-homocysteine + Precorrin 2,2 C00019 + C01051 <=> 2 C00021 + C02463,FALSE,2.1.1.107,( chr_6738 and chr_7730 ),rn00860
R03947,Precorrin 2 + NAD+ <=> Sirohydrochlorin + NADH + H+,C02463 + C00003 <=> C05778 + C00004 + C00080,FALSE,1.3.1.76,chr_6738,rn00860
R05807,Sirohydrochlorin + Cobalt ion <=> Cobalt-sirohydrochlorin + 2 H+,C05778 + C00175 <=> C11538 + 2 C00080,FALSE,4.99.1.3,chr_6739,rn00860
R05177,Precorrin 8X <=> Hydrogenobyrinate,C06408 <=> C06399,FALSE,5.4.99.61,chr_6740,rn00860
R05814,Cobalt-precorrin 8 <=> Cobyrinate,C11545 <=> C05773,FALSE,5.4.99.60,chr_6740,rn00860
R05180,S-Adenosyl-L-methionine + Precorrin 3B <=> S-Adenosyl-L-homocysteine + Precorrin 4,C00019 + C06406 <=> C00021 + C06407,FALSE,2.1.1.131,chr_6747,rn00860
R05809,Cobalt-precorrin 3 + S-Adenosyl-L-methionine <=> Cobalt-precorrin 4 + S-Adenosyl-L-homocysteine,C11539 + C00019 <=> C11540 + C00021,TRUE,2.1.1.131,chr_6747,
R07772,Cobalt-precorrin 5A + H2O <=> Cobalt-precorrin 5B + Acetaldehyde,C16242 + C00001 <=> C16243 + C00084,FALSE,3.7.1.12,chr_6747,rn00860
R11580,S-Adenosyl-L-methionine + Cobalt-factor III + Reduced acceptor <=> S-Adenosyl-L-homocysteine + Cobalt-precorrin 4 + Acceptor,C00019 + C17401 + C00030 <=> C00021 + C11540 + C00028,FALSE,2.1.1.272,chr_6747,rn00860
R05149,2 S-Adenosyl-L-methionine + Precorrin 6Y <=> 2 S-Adenosyl-L-homocysteine + Precorrin 8X + CO2,2 C00019 + C06319 <=> 2 C00021 + C06408 + C00011,FALSE,2.1.1.132,chr_6748,rn00860
R07774,Cobalt-dihydro-precorrin 6 + S-Adenosyl-L-methionine <=> Cobalt-precorrin 7 + S-Adenosyl-L-homocysteine + CO2,C11543 + C00019 <=> C16244 + C00021 + C00011,FALSE,2.1.1.196,chr_6748,rn00860
R07775,Cobalt-precorrin 7 + S-Adenosyl-L-methionine <=> Cobalt-precorrin 8 + S-Adenosyl-L-homocysteine,C16244 + C00019 <=> C11545 + C00021,FALSE,2.1.1.289,chr_6748,rn00860
R07773,Cobalt-precorrin 5B + S-Adenosyl-L-methionine <=> Cobalt-precorrin 6 + S-Adenosyl-L-homocysteine,C16243 + C00019 <=> C11542 + C00021,FALSE,2.1.1.195,chr_6749,rn00860
R05181,S-Adenosyl-L-methionine + Precorrin 4 <=> S-Adenosyl-L-homocysteine + Precorrin 5,C00019 + C06407 <=> C00021 + C06416,FALSE,2.1.1.133,chr_6750,rn00860
R05810,Cobalt-precorrin 4 + S-Adenosyl-L-methionine <=> Cobalt-precorrin 5A + S-Adenosyl-L-homocysteine,C11540 + C00019 <=> C16242 + C00021,FALSE,2.1.1.271,chr_6750,rn00860
R03948,S-Adenosyl-L-methionine + Precorrin 2 <=> S-Adenosyl-L-homocysteine + Precorrin 3A + H+,C00019 + C02463 <=> C00021 + C05772 + C00080,FALSE,2.1.1.130,chr_6751,rn00860
R05808,Cobalt-sirohydrochlorin + S-Adenosyl-L-methionine <=> Cobalt-factor III + S-Adenosyl-L-homocysteine,C11538 + C00019 <=> C17401 + C00021,FALSE,2.1.1.151,chr_6751,rn00860
R05224,"Hydrogenobyrinate + 2 L-Glutamine + 2 ATP + 2 H2O <=> Hydrogenobyrinate a,c diamide + 2 Orthophosphate + 2 L-Glutamate + 2 ADP",C06399 + 2 C00064 + 2 C00002 + 2 C00001 <=> C06503 + 2 C00009 + 2 C00025 + 2 C00008,FALSE,6.3.5.9,chr_6752,rn00860
R05815,"Cobyrinate + 2 L-Glutamine + 2 ATP + 2 H2O <=> Cob(II)yrinate a,c diamide + 2 L-Glutamate + 2 ADP + 2 Orthophosphate",C05773 + 2 C00064 + 2 C00002 + 2 C00001 <=> C06504 + 2 C00025 + 2 C00008 + 2 C00009,FALSE,6.3.5.11,chr_6752,rn00860
R01492,ATP + Cob(I)alamin <=> Triphosphate + Cobamide coenzyme,C00002 + C00853 <=> C00536 + C00194,FALSE,2.5.1.17;2.5.1.154,( chr_6753 and chr_7029 ),rn00860
R05220,"Cob(I)yrinate a,c diamide + ATP <=> Adenosyl cobyrinate a,c diamide + Triphosphate",C06505 + C00002 <=> C06506 + C00536,FALSE,2.5.1.17,( chr_6753 and chr_7029 ),rn00860
R07268,ATP + Cobinamide <=> Triphosphate + Adenosyl cobinamide,C00002 + C05774 <=> C00536 + C06508,FALSE,2.5.1.17,( chr_6753 and chr_7029 ),rn00860
R12184,"2 ATP + 2 Cob(II)yrinate a,c diamide + [Reduced NADPH---hemoprotein reductase] <=> 2 Triphosphate + 2 Adenosyl cobyrinate a,c diamide + [Oxidized NADPH---hemoprotein reductase]",2 C00002 + 2 C06504 + C03024 <=> 2 C00536 + 2 C06506 + C03161,FALSE,2.5.1.17,( chr_6753 and chr_7029 ),rn00860
R05227,"Hydrogenobyrinate a,c diamide + Cobalt ion + ATP + H2O <=> Cob(II)yrinate a,c diamide + Orthophosphate + ADP + H+",C06503 + C00175 + C00002 + C00001 <=> C06504 + C00009 + C00008 + C00080,FALSE,6.6.1.2,chr_6774,rn00860
R05225,"Adenosyl cobyrinate a,c diamide + 4 L-Glutamine + 4 ATP + 4 H2O <=> Adenosyl cobyrinate hexaamide + 4 L-Glutamate + 4 Orthophosphate + 4 ADP",C06506 + 4 C00064 + 4 C00002 + 4 C00001 <=> C06507 + 4 C00025 + 4 C00009 + 4 C00008,FALSE,6.3.5.10,chr_6786,rn00860
R08689,"2-C-Methyl-D-erythritol 2,4-cyclodiphosphate + 2 Reduced ferredoxin <=> 1-Hydroxy-2-methyl-2-butenyl 4-diphosphate + H2O + 2 Oxidized ferredoxin",C11453 + 2 C00138 <=> C11811 + C00001 + 2 C00139,FALSE,1.17.7.1,chr_6792,rn00900
R10859,"1-Hydroxy-2-methyl-2-butenyl 4-diphosphate + H2O + Oxidized flavodoxin <=> 2-C-Methyl-D-erythritol 2,4-cyclodiphosphate + Reduced flavodoxin",C11811 + C00001 + C02869 <=> C11453 + C02745,FALSE,1.17.7.3,chr_6792,rn00900
R05688,2-C-Methyl-D-erythritol 4-phosphate + NADP+ <=> 1-Deoxy-D-xylulose 5-phosphate + NADPH + H+,C11434 + C00006 <=> C11437 + C00005 + C00080,FALSE,1.1.1.267,chr_6794,rn00900
R02274,5-Aminopentanoate + 2-Oxoglutarate <=> 5-Oxopentanoate + L-Glutamate,C00431 + C00026 <=> C03273 + C00025,TRUE,2.6.1.48,chr_6801,rn00310
R04188,L-3-Aminoisobutanoate + 2-Oxoglutarate <=> (S)-Methylmalonate semialdehyde + L-Glutamate,C03284 + C00026 <=> C06002 + C00025,TRUE,2.6.1.22,chr_6801,rn00280
R01799,CTP + Phosphatidate <=> Diphosphate + CDP-diacylglycerol,C00063 + C00416 <=> C00013 + C00269,FALSE,2.7.7.41,chr_6810,rn00564
R00158,ATP + UMP <=> ADP + UDP,C00002 + C00105 <=> C00008 + C00015,TRUE,2.7.4.4;2.7.4.14;2.7.4.22,chr_6812,rn00240
R00317,Acetyl phosphate + H2O <=> Acetate + Orthophosphate,C00227 + C00001 <=> C00033 + C00009,FALSE,3.6.1.7,chr_6845,rn00620
R01421,Benzoyl phosphate + H2O <=> Benzoate + Orthophosphate,C06206 + C00001 <=> C00180 + C00009,FALSE,3.6.1.7,chr_6845,rn00627
R01515,3-Phospho-D-glyceroyl phosphate + H2O <=> 3-Phospho-D-glycerate + Orthophosphate,C00236 + C00001 <=> C00197 + C00009,TRUE,3.6.1.7,chr_6845,
R03035,ATP + Pantetheine 4'-phosphate <=> Diphosphate + Dephospho-CoA,C00002 + C01134 <=> C00013 + C00882,TRUE,2.7.7.3,chr_6871,rn00770
R00344,ATP + Pyruvate + HCO3- <=> ADP + Orthophosphate + Oxaloacetate,C00002 + C00022 + C00288 <=> C00008 + C00009 + C00036,FALSE,6.4.1.1,chr_6879,rn00020;rn00620;rn00720
R10796,"2-Hydroxy-5-methyl-1-naphthoate + 2 Reduced ferredoxin + 2 H+ + Oxygen <=> 2,7-Dihydroxy-5-methyl-1-naphthoate + 2 Oxidized ferredoxin + H2O",C20856 + 2 C00138 + 2 C00080 + C00007 <=> C20857 + 2 C00139 + C00001,FALSE,1.14.15.31,chr_6880,rn01059
R00617,ATP + Thiamin monophosphate <=> ADP + Thiamin diphosphate,C00002 + C01081 <=> C00008 + C00068,FALSE,2.7.4.16,chr_6891,rn00730
R01150,ATP + 2 D-Alanine <=> ADP + Orthophosphate + D-Alanyl-D-alanine,C00002 + 2 C00133 <=> C00008 + C00009 + C00993,FALSE,6.3.2.4,chr_6894,rn00470;rn00550
R01001,L-Cystathionine + H2O <=> L-Cysteine + Ammonia + 2-Oxobutanoate,C02291 + C00001 <=> C00097 + C00014 + C00109,TRUE,4.4.1.1,chr_6900,rn00260;rn00270;rn00670
R04770,L-Selenomethionine + H2O <=> Methaneselenol + Ammonia + 2-Oxobutanoate,C05335 + C00001 <=> C05703 + C00014 + C00109,FALSE,4.4.1.1;4.4.1.11,chr_6900,rn00450
R04930,L-Selenocystathionine + H2O <=> L-Selenocysteine + Ammonia + 2-Oxobutanoate,C05699 + C00001 <=> C05688 + C00014 + C00109,TRUE,4.4.1.1,chr_6900,
R09366,Se-Methyl-L-selenocysteine + H2O <=> Pyruvate + Ammonia + Methaneselenol,C05689 + C00001 <=> C00022 + C00014 + C05703,FALSE,4.4.1.1;4.4.1.13,chr_6900,rn00450
R00842,sn-Glycerol 3-phosphate + NAD+ <=> Glycerone phosphate + NADH + H+,C00093 + C00003 <=> C00111 + C00004 + C00080,TRUE,1.1.1.8;1.1.1.94,chr_6901,rn00564
R00844,sn-Glycerol 3-phosphate + NADP+ <=> Glycerone phosphate + NADPH + H+,C00093 + C00006 <=> C00111 + C00005 + C00080,TRUE,1.1.1.94,chr_6901,rn00564
R09397,(2S)-2-Phospholactate + GTP <=> (2S)-Lactyl-2-diphospho-5'-guanosine + Diphosphate,C19156 + C00044 <=> C19155 + C00013,FALSE,2.7.7.68,chr_6904,rn00680
R12646,Phosphoenolpyruvate + GTP <=> Enolpyruvoyl-2-diphospho-5'-guanosine + Diphosphate,C00074 + C00044 <=> C22297 + C00013,FALSE,2.7.7.105,chr_6904,rn00680
R03896,(R)-2-Methylmalate <=> 2-Methylmaleate + H2O,C02612 <=> C02226 + C00001,FALSE,4.2.1.35,( chr_6908 and chr_6909 ),rn00290;rn00660
R03898,2-Methylmaleate + H2O <=> D-erythro-3-Methylmalate,C02226 + C00001 <=> C06032,FALSE,4.2.1.35,( chr_6908 and chr_6909 ),rn00290;rn00660
R03968,alpha-Isopropylmalate <=> 2-Isopropylmaleate + H2O,C02504 <=> C02631 + C00001,TRUE,4.2.1.33,( chr_6908 and chr_6909 ),rn00290
R04001,"(2R,3S)-3-Isopropylmalate <=> 2-Isopropylmaleate + H2O",C04411 <=> C02631 + C00001,TRUE,4.2.1.33,( chr_6908 and chr_6909 ),rn00290
R10170,"(2R,3S)-3-Isopropylmalate <=> alpha-Isopropylmalate",C04411 <=> C02504,TRUE,4.2.1.33,( chr_6908 and chr_6909 ),
R08620,2-(2'-Methylthio)ethylmalic acid <=> 3-(2'-Methylthio)ethylmalic acid,C17210 <=> C17212,FALSE,4.2.1.170,chr_6909,rn00966
R08624,2-(3'-Methylthio)propylmalic acid <=> 3-(3'-Methylthio)propylmalic acid,C17214 <=> C17215,FALSE,4.2.1.170,chr_6909,rn00966
R08628,2-(4'-Methylthio)butylmalic acid <=> 3-(4'-Methylthio)butylmalic acid,C17218 <=> C17219,FALSE,4.2.1.170,chr_6909,rn00966
R08634,2-(5'-Methylthio)pentylmalic acid <=> 3-(5'-Methylthio)pentylmalic acid,C17222 <=> C17223,FALSE,4.2.1.170,chr_6909,rn00966
R08641,2-(6'-Methylthio)hexylmalic acid <=> 3-(6'-Methylthio)hexylmalic acid,C17226 <=> C17227,FALSE,4.2.1.170,chr_6909,rn00966
R08645,2-(7'-Methylthio)heptylmalic acid <=> 3-(7'-Methylthio)heptylmalic acid,C17230 <=> C17231,FALSE,4.2.1.170,chr_6909,rn00966
R01805,N-Acetylneuraminate 9-phosphate + H2O <=> N-Acetylneuraminate + Orthophosphate,C06241 + C00001 <=> C00270 + C00009,FALSE,3.1.3.29,chr_6912,rn00541
R05578,tRNA(Glu) + L-Glutamate + ATP <=> L-Glutamyl-tRNA(Glu) + Diphosphate + AMP,C01641 + C00025 + C00002 <=> C02987 + C00013 + C00020,FALSE,6.1.1.17;6.1.1.24,chr_6913,rn00860;rn00970
R07460,[Enzyme]-cysteine + L-Cysteine <=> [Enzyme]-S-sulfanylcysteine + L-Alanine,C15811 + C00097 <=> C15812 + C00041,FALSE,2.8.1.7,chr_6947,rn00730
R11529,[Enzyme]-S-sulfanylcysteine + [Protein]-L-cysteine <=> [Enzyme]-cysteine + [Protein]-S-sulfanyl-L-cysteine,C15812 + C02743 <=> C15811 + C21440,TRUE,2.8.1.7,chr_6947,
R05595,Crotonoyl-CoA + H2O <=> 3-Hydroxybutanoyl-CoA,C00877 + C00001 <=> C05116,TRUE,4.2.1.17,chr_6957,
R02111,Starch + Orthophosphate <=> Amylose + D-Glucose 1-phosphate,C00369 + C00009 <=> C00718 + C00103,FALSE,2.4.1.1,chr_6967,rn00500
R00772,D-Mannose 6-phosphate <=> D-Fructose 6-phosphate,C00275 <=> C00085,TRUE,5.3.1.8,chr_6979,rn00051;rn00520
R01819,D-Mannose 6-phosphate <=> beta-D-Fructose 6-phosphate,C00275 <=> C05345,TRUE,5.3.1.8,chr_6979,
R02765,(R)-Methylmalonyl-CoA <=> (S)-Methylmalonyl-CoA,C01213 <=> C00683,TRUE,5.1.99.1,chr_6988,rn00280;rn00630;rn00640;rn00720
R09979,(2S)-Ethylmalonyl-CoA <=> (2R)-Ethylmalonyl-CoA,C18026 <=> C20238,FALSE,5.1.99.1,chr_6988,rn00630
R02170,Penicillin + H2O <=> Carboxylate + 6-Aminopenicillanate,C00395 + C00001 <=> C00060 + C02954,FALSE,3.5.1.11,chr_6989,rn00311
R00028,Maltose + H2O <=> 2 D-Glucose,C00208 + C00001 <=> 2 C00031,FALSE,3.2.1.20,chr_7021,rn00500
R00801,Sucrose + H2O <=> D-Fructose + D-Glucose,C00089 + C00001 <=> C00095 + C00031,FALSE,3.2.1.10;3.2.1.20;3.2.1.26;3.2.1.48,chr_7021,rn00052;rn00500
R00802,Sucrose + H2O <=> beta-D-Fructose + alpha-D-Glucose,C00089 + C00001 <=> C02336 + C00267,TRUE,3.2.1.20;3.2.1.26;3.2.1.48,chr_7021,
R06087,Sucrose + H2O <=> D-Fructose + D-Glucose,G00370 + C00001 <=> C00095 + C00031,TRUE,3.2.1.20;3.2.1.48,chr_7021,
R06088,Sucrose + H2O <=> beta-D-Fructose + alpha-D-Glucose,G00370 + C00001 <=> C02336 + C00267,TRUE,3.2.1.20;3.2.1.26;3.2.1.48,chr_7021,
